date,EUR_rate,TND_rate
2023-12-02,0.03,0.07
2023-12-03,0.029995991148734344,0.06976383743693823
2023-12-04,0.029978696542742003,0.069986701775872
2023-12-05,0.030149867390756237,0.07012977803896026
2023-12-06,0.0300126772764631,0.07027341518410184
2023-12-07,0.029851321136675428,0.07036111033186378
2023-12-08,0.02999843816942479,0.07036503366340258
2023-12-09,0.029977505801709603,0.07049960591059594
2023-12-10,0.029910598527843613,0.07061796873734422
2023-12-11,0.03001458899658322,0.070547160595156
2023-12-12,0.029954027442609533,0.07043244024057663
2023-12-13,0.030136628413964226,0.07045281149962902
2023-12-14,0.03020442100109815,0.07076261552992806
2023-12-15,0.03015562986028358,0.07051479411479727
2023-12-16,0.03037136068161013,0.07022128906164679
2023-12-17,0.030310789189309795,0.0702542412298941
2023-12-18,0.030384998726510726,0.0702644187702653
2023-12-19,0.030414927984551376,0.07029908710313938
2023-12-20,0.030545102113491256,0.07034787774272108
2023-12-21,0.03070125323316394,0.07030323729179412
2023-12-22,0.030704453648070517,0.07060120997951454
2023-12-23,0.0306291118610359,0.07028102918381923
2023-12-24,0.03067510907532981,0.07011532977886319
2023-12-25,0.0306073375383546,0.07009467882683337
2023-12-26,0.030808676263107262,0.06976604106460255
2023-12-27,0.030822329796215537,0.06973087018371613
2023-12-28,0.030785797641084325,0.07006316421686173
2023-12-29,0.030804265671670817,0.07006734151452093
2023-12-30,0.03066955304271785,0.07011348169566467
2023-12-31,0.030572391638866783,0.06986144874263016
2024-01-01,0.030692433029661226,0.06973817646102226
2024-01-02,0.030626743601764088,0.06966313718495748
2024-01-03,0.030522052503495895,0.06959959416560624
2024-01-04,0.030575717778748623,0.06985592292460699
2024-01-05,0.030694288194214922,0.06996746113675201
2024-01-06,0.03076618352528143,0.0697451695453646
2024-01-07,0.03086578829386201,0.069794470501051
2024-01-08,0.030790108785005064,0.06989411485075037
2024-01-09,0.03064792771833088,0.07012214465845462
2024-01-10,0.030798061083526427,0.07043825279576829
2024-01-11,0.030765793099642214,0.07023523395740272
2024-01-12,0.03074070979799671,0.07007306245516065
2024-01-13,0.030873529212181613,0.06982154688337773
2024-01-14,0.030929152213121678,0.06977474291155633
2024-01-15,0.03097474099032984,0.06986801458644559
2024-01-16,0.03119124122481995,0.07006548148976341
2024-01-17,0.031126889401781935,0.0700502912850349
2024-01-18,0.03121967341459006,0.06998632178038393
2024-01-19,0.031225374727079768,0.07001667337883367
2024-01-20,0.0312522339549661,0.06984964479850767
2024-01-21,0.03140508079760735,0.07026755254284663
2024-01-22,0.03145586437323631,0.06994602033742302
2024-01-23,0.03150969398114127,0.06998296845320216
2024-01-24,0.03161694471487225,0.07038768969704809
2024-01-25,0.031580449441917964,0.07038904966596009
2024-01-26,0.03149652847518406,0.0703510418589598
2024-01-27,0.03139204755578196,0.07027955277439771
2024-01-28,0.031195411896844362,0.07024347443804523
2024-01-29,0.0314010326098384,0.07051804413298053
2024-01-30,0.03129071177326623,0.07007567175071464
2024-01-31,0.03126858641090765,0.0703823584909739
2024-02-01,0.031240905080918757,0.07009756706048388
2024-02-02,0.03127164575069967,0.070044236594637
2024-02-03,0.0313532194719536,0.06995838771057727
2024-02-04,0.031439266820789576,0.07007609836453142
2024-02-05,0.03138095907693268,0.06975647349415467
2024-02-06,0.03136424690555404,0.06984890802737106
2024-02-07,0.03139250490060287,0.07025376995202844
2024-02-08,0.031367635787984516,0.06998113515110987
2024-02-09,0.03152837034558652,0.07001907638463195
2024-02-10,0.03157746784075034,0.06988667994907263
2024-02-11,0.031650955619355325,0.06997185739031124
2024-02-12,0.03171724374622207,0.0699756869457944
2024-02-13,0.031834591131970603,0.06984738956398553
2024-02-14,0.031852693287840975,0.06994496402095975
2024-02-15,0.03172301009304539,0.07030583364291709
2024-02-16,0.031762978888220654,0.07026765288457164
2024-02-17,0.031697843198841474,0.07041160447300128
2024-02-18,0.0316449815306665,0.07015294988142705
2024-02-19,0.031703617932542005,0.06996166260606344
2024-02-20,0.03182744623968537,0.07005614386163952
2024-02-21,0.03182957339735898,0.07035296706734671
2024-02-22,0.03186045669861887,0.07042408973710385
2024-02-23,0.0320306781930824,0.07036147813099922
2024-02-24,0.03205475351103126,0.07036133641208389
2024-02-25,0.0323149218224493,0.07011125486528995
2024-02-26,0.032371472787012454,0.07023215793056102
2024-02-27,0.032195396511096874,0.0704086245430257
2024-02-28,0.03227073067320733,0.07031820647645907
2024-02-29,0.032308846511695605,0.07022419804690717
2024-03-01,0.03243782178710388,0.07027737369283758
2024-03-02,0.03250513992223088,0.07019002974562946
2024-03-03,0.0324912943238325,0.0701768032227043
2024-03-04,0.03236886450020356,0.07059674758053759
2024-03-05,0.03234796217447496,0.07054734244038839
2024-03-06,0.03226291012905403,0.07047567440998415
2024-03-07,0.03220485778407356,0.07034616604885711
2024-03-08,0.03226371562451562,0.07049500444315711
2024-03-09,0.03243070607495076,0.07045875960851349
2024-03-10,0.03247017322793305,0.0703288850008492
2024-03-11,0.032350584921729535,0.0705931458073038
2024-03-12,0.03239504518855155,0.07087706640820653
2024-03-13,0.03251470833721611,0.07075698169505878
2024-03-14,0.032453730046784174,0.07038367370478667
2024-03-15,0.03244032833011688,0.07058517644275406
2024-03-16,0.0324417971495898,0.07044825047760206
2024-03-17,0.032363307318281576,0.07060637559743461
2024-03-18,0.032428135361665965,0.07021235483389225
2024-03-19,0.032416040546805185,0.07039087430155211
2024-03-20,0.032457993791195884,0.07014863991569595
2024-03-21,0.032369244573415674,0.07029479273950925
2024-03-22,0.032325498743383335,0.07029764735307654
2024-03-23,0.03239773687916611,0.07010685946919722
2024-03-24,0.032360453563956934,0.07002545220661185
2024-03-25,0.03253314994908028,0.0701627158980032
2024-03-26,0.032493186330518814,0.07018389478862624
2024-03-27,0.032515654803094006,0.07268389478862625
2024-03-28,0.032608913886281315,0.07280077738472074
2024-03-29,0.032467077312988014,0.07319606550162383
2024-03-30,0.03229099643178994,0.07288321717928162
2024-03-31,0.03213843080033293,0.07320665969427534
2024-04-01,0.03226468921067564,0.07322753088177998
2024-04-02,0.0322095033960864,0.07304777407211535
2024-04-03,0.032465323324653225,0.07278171134696755
2024-04-04,0.032408898564787486,0.07274388726881215
2024-04-05,0.03242735369510719,0.07292821729119704
2024-04-06,0.03258156469036398,0.07290270746712153
2024-04-07,0.032782173979179895,0.073204938453171
2024-04-08,0.03298832433684353,0.07291470331516069
2024-04-09,0.03310916095990284,0.07291228552559148
2024-04-10,0.033211567212483986,0.07266180683670885
2024-04-11,0.0332708199074041,0.07273453321323384
2024-04-12,0.03334865601502077,0.0729119106912533
2024-04-13,0.033293537443387915,0.07282775833251709
2024-04-14,0.033211717555045685,0.07230691556119166
2024-04-15,0.03321138010930459,0.07234670519055096
2024-04-16,0.0331943616470521,0.07243405290089766
2024-04-17,0.03314903884211937,0.07251491185189
2024-04-18,0.033218677586865045,0.07276206829025443
2024-04-19,0.03331420810772209,0.07254785755432462
2024-04-20,0.03332304879635128,0.07268390077541471
2024-04-21,0.0334708018044568,0.0729224022779103
2024-04-22,0.03335663289304345,0.072566684761109
2024-04-23,0.033337266947115474,0.07263061512629279
2024-04-24,0.033265584715055196,0.07252977916009126
2024-04-25,0.03307893105334789,0.07251347462547093
2024-04-26,0.03307066298476362,0.0725830099221786
2024-04-27,0.03305848823392529,0.0724855642093559
2024-04-28,0.03320983320824951,0.07235042259352358
2024-04-29,0.03327291437670499,0.07235725307702118
2024-04-30,0.03577291437670499,0.07213980388924862
2024-05-01,0.03567049569427207,0.07192263886347158
2024-05-02,0.03585590495090549,0.07205851352006289
2024-05-03,0.03597800832045802,0.07182875471303116
2024-05-04,0.03603621809080488,0.07196201721321299
2024-05-05,0.0360135696809199,0.07205453547178378
2024-05-06,0.03591762575724755,0.07170937412602567
2024-05-07,0.035880405079640444,0.07157386119555854
2024-05-08,0.035989279941610865,0.07181268307616802
2024-05-09,0.03617773857220433,0.07161644996994009
2024-05-10,0.03633206292503154,0.0715235691174782
2024-05-11,0.03628317798285292,0.07161598129612859
2024-05-12,0.03617121623952402,0.0717726593979851
2024-05-13,0.03618530486421514,0.07172235162077621
2024-05-14,0.03600846092765885,0.07160284958183788
2024-05-15,0.03604077769907733,0.07188732355417758
2024-05-16,0.03602601744044746,0.0722351034869371
2024-05-17,0.03597941379026063,0.07243087509709345
2024-05-18,0.03581994348353395,0.07244793872560645
2024-05-19,0.03587130349419092,0.07228628558127827
2024-05-20,0.03581803341022473,0.07212019669996696
2024-05-21,0.0357010417266537,0.0722246995210201
